residuals_ind1961,residuals_ind1962,residuals_ind1963,residuals_ind1964,residuals_ind1965,residuals_ind1966,residuals_ind1967,residuals_ind1968,residuals_ind1969,residuals_ind1970,residuals_ind1971,residuals_ind1972,residuals_ind1973,residuals_ind1974,residuals_ind1975,residuals_ind1976,residuals_ind1977,residuals_ind1978,residuals_ind1979,residuals_ind1980,residuals_ind1981,residuals_ind1982,residuals_ind1983,residuals_ind1984,residuals_ind1985,residuals_ind1986,residuals_ind1987,residuals_ind1988,residuals_ind1989,residuals_ind1990,residuals_ind1991,residuals_ind1992,residuals_ind1993,residuals_ind1994,residuals_ind1995,residuals_ind1996,residuals_ind1997,residuals_ind1998,residuals_ind1999,residuals_ind2000,residuals_ind2001,residuals_ind2002,residuals_ind2003,residuals_ind2004,residuals_ind2005
.062321454,-.059782125,-.0002827374,.040650453,-.0010425524,-.023078728,-.01071658,-.012255835,.00021308061,.029840523,.01512775,.017512364,.012219512,-.034331266,.0042375848,-.021893965,-.00022844324,.08136946,-.016720073,-.026919786,-.025546838,.036540411,.0023876275,-.0081619592,.0031425247,.0050863698,.0016225978,-.042327389,-.036144912,.011567081,-.027180145,-.0020290136,-.050164402,.012822541,.016473694,-.072945744,-.035617556,-.018421849,-.019711686,.044179726,.041517239,.05197512,.063563913,-.021009456,.012142009
-.024187824,-.045586169,-.026668916,-.039959092,.039369527,.016604096,-.032463949,.025476534,.022389596,-.040536128,.043816391,.024898469,.00093639037,.011095189,.012383901,.01471796,.024018638,.10035261,.018006632,-.13154145,.016980195,.081911452,.01359117,-.0030681901,.025117802,-.070872471,.028277703,.01374362,.01454543,-.060498148,-.0068756337,.0050180829,-.03581889,-.044525661,-.057108093,-.047488865,-.051990166,-.0051156599,.068173133,.17151816,-.010687844,-.074032456,.028270818,.011730758,-.023918664
.0044305017,.0041087708,.016620768,.011514242,.012497151,-.0065859393,-.0010610946,.026720067,.024968376,.0027861488,.0027932592,.041584089,-.02097445,-.044768117,-.0023049817,.034412615,.032106269,-.064826556,-.03438421,-.090024501,.042549662,.0061027915,-.072112851,.010909611,-.011216585,.0016895864,.060355306,.00071437407,-.01339665,.0092390534,-.019173758,-.010764757,-.023549005,-.0010622067,.020180704,-.014955898,-.011127902,-.010939838,-.0073814648,.016298085,-.022849986,.041486878,.015046967,-.004668409,.049013883
-.0034154416,.008734839,.0017268413,.0071297283,-.012046985,-.0069430084,.0082950052,-.001327038,.0028468773,.0045360914,-.0030595707,.03137321,-.0030784155,-.021679027,-.03114461,.045873873,-.026237817,.00966636,-.016228957,.019445939,-.027461389,.029312635,-.0066014542,.0090815276,.0029527727,-.018366657,.01244882,.017948855,-.017347431,-.018436331,-.0076664966,-.001194049,.0053158402,-.0092762839,.0038874766,-.02585835,-.0049031116,.014197816,.010390088,-.0043763272,-.013257861,.013804541,.0042798463,-.00053174276,.017189378
-.00089377654,.011517529,.00095598539,.0059653055,.013554285,-.016062235,-.0077823834,.013458066,.0094988635,.02089566,.023029903,.021516709,.03809138,-.0081867361,-.012721703,-.0066889832,-.054034039,-.0098960465,-.023927975,.0063326866,-.015481148,-.049901888,-.012282733,.013027259,-.010029446,-.036691941,.012989073,.011201854,-.036611445,.021509202,-.09014941,.010564388,.011141626,.23454797,.025008554,.0039358297,-.025979139,-.075059921,-.14890322,.10673562,-.029032448,-.058437154,.075931586,.040135026,-.0027905894
.022055473,-.0030231157,.00075850758,-.0032867154,-.0029072443,.0022088608,-.0024344407,-.024153739,.00032429423,.010182619,.01738492,-.014141408,-.022403274,-.028971924,.074409679,-.011267527,.023404159,.0074807131,.01511029,.0045783557,-.042590518,.0089456625,-.0048165591,-.0046408866,-.0053129615,-.01487401,.011904284,-.0080503291,-.00053838617,-.024929376,-.0083249556,-.0044680778,.0040008575,.0034966844,-.0054586176,-.0061737793,-.0022543061,-.015590679,.011339869,.014734792,-.016365655,.01236579,.022574645,.012012102,-.0022940754
-.0029430729,.00074615562,.0027276159,.0080738682,-.00066783186,-.016739361,.0037415454,.008623302,-.010862625,-.012078505,.0089842761,.014646657,.020122852,-.0059210621,.034405034,-.012863376,.020877881,.014973063,-.0094849169,-.0026995202,-.0078812456,-.01070109,-.03892123,.0010307673,.019662708,.0009037361,.0016333013,.0090594785,-.029971583,-.0050633592,-.0083103972,-.05289796,-.0041142018,-.0020116912,.0097774034,-.0024276765,.014027461,-.011617063,.0237341,.023756115,-.0328568,-.021675216,.019698365,-.0030026552,.044506751
-.020454144,-.011330296,.038613789,.0069618225,.0038181292,-.038636666,.043257263,.0054222899,-.014014119,.013894945,.032629661,-.034423232,.0072823069,.051206436,.054811012,-.042915229,.020221708,-.027842514,-.077958785,.070213094,-.00082971278,-.027231473,-.062994018,-.018530991,.023430051,-.0036969783,-.0090063373,-.034106128,.015502796,-.043891892,.022285864,.01655989,-.019338371,-.0086400053,-.031870626,.048911083,.0050676251,-.038728453,.09038908,.041068189,-.068736285,-.069831289,.0037651379,.084605373,.0050900127
.013229678,-.0035094882,.0076890965,.0053967624,.011441028,-.0052089714,-.016406927,.02058446,.0097826719,-.018931648,.01858874,.023295419,.017454961,-.032613013,-.04569418,.017646166,.018732989,.013699556,-.021933071,-.018269805,-.0049048318,.017185431,-.0025593881,-.016247265,-.0051720855,.0082032308,-.011871659,-.021688998,-.016631672,-.013634986,.011529353,.0091126394,.010182353,.0026657328,-.094939172,.032944154,.044439618,-.014153963,.010689132,-.018608855,-.009746084,.027240369,.016696393,.024143178,.00015295514
-.0099840723,.016051384,.0020903107,.021370234,.010619752,.0082435394,.018085357,.021760348,.0016605624,-.016353218,-.0029984955,.023745609,.014516464,.017946444,-.048551969,-.0088823978,.016654754,-.007444371,-.0038238964,-.0090586953,-.0028274052,-.014403943,-.023814481,.00022100772,-.018484194,-.015742689,.019036159,-.024870872,-.016585331,-.021047415,-.037459679,-.0032141153,-.011056993,-.011037024,-.0093081379,-.0052891416,.025913317,-.0050194701,.002565962,.014724335,-.01692461,.022697808,.01903756,.041001506,.026240207
.020463599,.010014061,-.010923771,.034274492,.017563628,-.000060711245,-.030532913,.0065202704,-.0041383067,-.028665317,.005966939,.039399959,-.004790395,-.045983113,-.020780373,.006044311,.026348902,-.01023552,-.013508768,-.024571361,-.010419861,.018697666,.020371506,-.0012000724,-.0098982258,-.0065391022,.031627908,-.0099040493,-.011714133,-.0059015583,-.015810778,.015072848,-.023399908,-.0060354136,-.014320801,-.015063638,.024753947,.00095896912,.005924325,.026359204,-.021012694,.010306621,.0072797048,.033692677,-.016230751
-.0089169536,.014031198,.0099043101,.0121421,.0076545691,-.0042217756,-.020509947,.026965274,.021934509,.0020722309,.023700237,.03367871,.024911813,-.068204358,-.10641202,.029940188,.026377438,.010036801,-.010733088,-.097632468,-.0090793902,-.0023250394,.038338311,-.0011903013,.0062529342,.014223653,.01891561,-.029912297,-.0086077778,.016025169,-.010069533,.019689344,.010576095,.013206307,-.054856773,-.0087857312,.021233724,.019521141,.020018443,-.000029369894,-.02247219,.026464466,.010061414,.014874358,-.02879134
-.0029566442,.019869752,.015633406,.0064416165,.0092229396,-.013971942,-.029671945,.034533575,-.0043562395,-.012912526,.0046433895,.044242203,.04789903,.089653909,-.057831038,.013369951,.010174653,-.013309639,.03598984,-.042372122,-.031570572,-.082018457,.000449479,-.024615249,-.0465446,-.019339839,-.0029569981,.0092719188,-.024162317,-.036138583,-.044741109,-.02140479,-.0207732,.040868543,.02659109,-.0054687052,.023137322,-.064697802,.0012706122,.0084855836,.073462188,.059388731,.039785489,.032454327,-.045025233
-.016005527,.010647713,.004352476,.031373747,-.034030724,-.023482133,-.0068328087,.025796358,.0052956622,-.0095978631,.00123562,.005418451,-.11241779,.036878727,-.012078344,.024062503,.013272789,-.0033742262,-.03257161,-.1215139,.0040715253,.0479597,.045885906,.043961715,.0084324395,.11291934,-.0084368307,.02817886,-.015963523,-.08842729,.038335431,.025655793,.045192521,.023662731,-.014318864,.02606369,.040239755,.12648694,-.092410497,-.23755178,.13978541,.025119176,-.012088591,-.025796061,-.073386632
.0034256424,-.0040290481,-.0081337215,.020232873,.00091387809,-.019992094,-.0060412013,.011802868,.0060698362,-.027421197,.025236359,.037771881,.030402498,-.053773817,-.032136377,-.0053511458,.027874695,-.0071333661,-.025027515,.0026973884,.01355867,-.0042103236,-.010281283,.022191891,.0041753813,-.010776159,.035795879,-.003648798,-.017546445,-.0096031046,-.024160111,.03197008,-.0058678766,.0086638788,-.015931549,.0021894625,.0095000286,-.0070135109,.00070567243,.0012832835,-.017685689,.014717476,.01762986,.0025259282,-.015571074
.0033113472,.010020985,.0090518352,.015171185,.034802645,.028717825,-.014520715,.0039762887,-.027127039,.020532096,-.033735607,.037061669,.044479504,-.016655773,-.081135586,.0079308487,.014600971,-.0074581751,-.040207341,-.028884746,-.030070404,-.058926761,.069327898,-.0029477782,-.024309753,.0012603586,.011687296,.0050162184,-.018088579,.009312938,.0025667173,.003304793,-.0069703022,.022134155,.0090129385,.0024178249,.002591481,-.017977495,-.035290349,.0030389929,.031524163,.0065452452,.034049749,.020029455,-.01917102
-.044291098,-.00066415715,-.012550252,.0070842672,-.0051425328,.0011196054,-.01543394,.025784176,.020656522,.017219873,.0012650846,.027597265,.040925838,.040134035,.034205619,.043159965,.04874064,-.019507989,-.0061607203,-.027673291,-.057206582,-.035837807,-.090218827,.016257655,-.031581163,.018510697,-.032406606,-.035380568,.024870504,-.016962122,.025434744,-.0013620384,-.042427879,-.021348666,.032820124,.0027881125,-.020948447,.020179834,-.0074601993,.014193245,-.010083561,.022859406,.027093524,.022712633,-.0009649233
.014685383,-.03236701,.043765582,.0027159504,-.030939808,.010431781,.0030173473,-.030591268,-.03232114,.018160578,.0032799602,-.010453986,.017165786,.010414178,-.005286084,.061628062,-.0044494118,-.022272069,-.0071402425,.00093236793,-.032350298,.0088343145,.039829422,-.017016195,-.029123923,.0090160156,-.018760823,.039658055,.003653608,-.0052218824,.039163247,.029294372,.000056146313,-.037356596,-.042292647,-.014962473,.0097787986,-.015129982,-.00067120109,.017291538,-.029133892,.0080679171,.0060114055,.0061275982,.014861521
-.051497776,.014054163,-.011249039,-.018095877,-.006874783,-.040861316,-.041141417,.015091957,.047124621,.042211834,.029152509,.010633397,.065984823,-.034434255,-.036304444,.03578924,-.011961096,.010857544,-.030833216,.045355622,.02108096,-.028033502,-.020030936,-.0042513693,-.017330339,.050561804,.025014102,.056651957,-.079042733,-.023484049,.029758526,-.0095065786,-.004858288,.024774881,.0066125211,.015621951,.018151978,-.08172521,.0015627706,-.0012675333,-.0021177104,-.012892036,-.034942001,.035451509,.0012368358
-.077151164,.0020648022,.057643976,.039782744,.04061386,-.0044218022,.0014588116,-.0019737559,-.031254217,-.038274899,-.012985604,.032218117,-.00032594867,.014684356,.021605222,.032378953,-.0095542781,.053930473,.0028915717,-.085099541,.019848686,.038304962,.042364363,-.062873475,.00090366311,.036537722,-.029264897,-.099845536,-.013887331,.015932024,-.00022206907,.01252373,-.02401852,.0083201798,-.01940451,-.018647915,-.012609048,-.047682762,-.06554082,.0063223857,-.021016357,.050078984,.042081013,.064916931,.038646925
.0088736489,.019941563,-.0057816305,-.039262965,.043433432,.031293251,-.063668393,.089622341,.027000524,-.10791764,-.011126506,.074188963,.053558633,-.065848447,.0029556951,.025114799,-.060033519,-.090412736,.016824286,-.15299363,.077961199,-.016207462,.034340985,.0048492202,.028506467,.035173476,.037084527,.016539752,.0021045872,.026140025,-.041185461,.06700322,-.039450586,-.017451141,-.03335781,.012575164,.021692157,-.012163311,.038659606,-.03528076,-.028745469,.045396663,-.007595472,-.021806058,.0094548212
-.0068722875,-.0034856836,-.00044963055,.00079963723,.010315032,.023747867,-.013275205,.013586885,-.0052191727,-.014839012,-.015070572,-.01589809,.010720816,.0055256221,.023036227,.027769892,.015254113,.023245035,.02500188,.019668711,.0022705547,-.048175104,.039137959,-.057161316,-.009448899,-.030674485,-.0080329878,.022087095,-.0080290958,-.016064193,-.015572787,-.0023620445,-.0024578366,-.0099725137,-.0054167444,-.0091612339,-.030691573,-.0036061776,-.029538754,-.047562893,.015967049,.0096420832,.012452528,.03424025,.074569061
.014265888,-.014291539,-.055790767,-.043991562,-.020066204,.0071234643,-.028088363,-.044310387,.093748696,-.0087122563,.066056132,.010550344,.032865625,.047816265,.040506802,.080965333,.015301196,-.002885005,-.0051721842,-.0044463538,-.02009977,-.010106362,-.025167488,-.015112463,-.03077564,.0069302479,-.030040473,-.0027017007,-.01074966,-.030086854,-.0082881674,.014213418,-.017867973,.00017004655,-.016701723,-.03379105,-.038313072,-.012927224,-.046184301,-.022498995,-.033865947,.047521889,.054315262,.064664081,.036018789
.0071886694,.024660774,.0064914408,.015364159,.0041441969,.017470466,.0083401883,.0066778068,.0098705422,.00098504277,-.017894004,.01812418,.010062581,-.024310818,-.027257381,.00665332,.01403508,.0021523237,-.0050463644,-.037231456,-.022149442,-.048469428,-.032797892,-.021794964,-.045122702,-.025833569,.011167684,.032050487,-.0012296911,.0070669209,-.012919191,.00093570823,.019465178,.016384566,.0073883743,.016446557,.018256979,.008716207,.040355254,.021635789,-.027235826,.032727633,-.019259276,.0089855837,-.025251683
